gene_id	n_transcripts
LOC107453411	3
LOC107453427	3
LOC107453476	3
LOC107453481	3
LOC107453484	3
LOC107453506	3
LOC107453534	3
LOC107453548	3
LOC107453573	3
LOC107453643	3
LOC107453662	3
LOC107453716	3
LOC107453728	3
LOC107453740	3
LOC107453749	3
LOC107453757	3
LOC107453795	3
LOC107453847	3
LOC107453854	3
LOC107453897	3
LOC107453908	3
LOC107453921	3
LOC107453922	3
LOC107453931	3
LOC107453935	3
LOC107453958	3
LOC107453976	3
LOC107454000	3
LOC107454045	3
LOC107454064	3
LOC107454076	3
LOC107454084	3
LOC107454100	3
LOC107454105	3
LOC107454120	3
LOC107454163	3
LOC107454195	3
LOC107454198	3
LOC107454218	3
LOC107454232	3
LOC107454270	3
LOC107454288	3
LOC107454299	3
LOC107454313	3
LOC107454370	3
LOC107454396	3
LOC107454413	3
LOC107454415	3
LOC107454492	3
LOC107454497	3
LOC107454499	3
LOC107454513	3
LOC107454523	3
LOC107454534	3
LOC107454538	3
LOC107454550	3
LOC107454553	3
LOC107454557	3
LOC107454584	3
LOC107454623	3
LOC107454655	3
LOC107454661	3
LOC107454668	3
LOC107454697	3
LOC107454728	3
LOC107454733	3
LOC107454736	3
LOC107454778	3
LOC107454785	3
LOC107454789	3
LOC107454790	3
LOC107454818	3
LOC107454839	3
LOC107454863	3
LOC107454877	3
LOC107454880	3
LOC107454882	3
LOC107454893	3
LOC107454930	3
LOC107454948	3
LOC107454953	3
LOC107454966	3
LOC107454971	3
LOC107455008	3
LOC107455025	3
LOC107455032	3
LOC107455035	3
LOC107455060	3
LOC107455093	3
LOC107455139	3
LOC107455157	3
LOC107455159	3
LOC107455160	3
LOC107455169	3
LOC107455172	3
LOC107455183	3
LOC107455184	3
LOC107455199	3
LOC107455201	3
LOC107455202	3
LOC107455215	3
LOC107455222	3
LOC107455224	3
LOC107455226	3
LOC107455230	3
LOC107455244	3
LOC107455260	3
LOC107455279	3
LOC107455286	3
LOC107455312	3
LOC107455314	3
LOC107455316	3
LOC107455326	3
LOC107455371	3
LOC107455374	3
LOC107455378	3
LOC107455384	3
LOC107455393	3
LOC107455433	3
LOC107455456	3
LOC107455457	3
LOC107455486	3
LOC107455496	3
LOC107455503	3
LOC107455517	3
LOC107455553	3
LOC107455565	3
LOC107455569	3
LOC107455585	3
LOC107455625	3
LOC107455680	3
LOC107455696	3
LOC107455716	3
LOC107455726	3
LOC107455729	3
LOC107455735	3
LOC107455739	3
LOC107455752	3
LOC107455754	3
LOC107455755	3
LOC107455776	3
LOC107455782	3
LOC107455790	3
LOC107455793	3
LOC107455809	3
LOC107455845	3
LOC107455852	3
LOC107455854	3
LOC107455863	3
LOC107455872	3
LOC107455883	3
LOC107455911	3
LOC107455912	3
LOC107455921	3
LOC107455925	3
LOC107455926	3
LOC107455936	3
LOC107455938	3
LOC107455975	3
LOC107455983	3
LOC107455989	3
LOC107456012	3
LOC107456072	3
LOC107456074	3
LOC107456121	3
LOC107456133	3
LOC107456144	3
LOC107456162	3
LOC107456194	3
LOC107456197	3
LOC107456202	3
LOC107456204	3
LOC107456205	3
LOC107456213	3
LOC107456215	3
LOC107456217	3
LOC107456251	3
LOC107456286	3
LOC107456289	3
LOC107456386	3
LOC107456399	3
LOC107456407	3
LOC107456420	3
LOC107456426	3
LOC107456436	3
LOC107456464	3
LOC107456533	3
LOC107456535	3
LOC107456540	3
LOC107456552	3
LOC107456568	3
LOC107456593	3
LOC107456653	3
LOC107456664	3
LOC107456665	3
LOC107456681	3
LOC107456699	3
LOC107456746	3
LOC107456753	3
LOC107456828	3
LOC107456866	3
LOC107456901	3
LOC107456907	3
LOC107456926	3
LOC107456952	3
LOC107456959	3
LOC107456964	3
LOC107456980	3
LOC107456992	3
LOC107457012	3
LOC107457015	3
LOC107457084	3
LOC107457092	3
LOC107457102	3
LOC107457105	3
LOC107457158	3
LOC107457173	3
LOC107457194	3
LOC107457197	3
LOC107457206	3
LOC107457207	3
LOC107457244	3
LOC107457251	3
LOC107457274	3
LOC107457279	3
LOC107457311	3
LOC107457320	3
LOC107457347	3
LOC107457357	3
LOC107457360	3
LOC107457362	3
LOC107457378	3
LOC107457388	3
LOC107457392	3
LOC107457402	3
LOC107457409	3
LOC107457462	3
LOC107457478	3
LOC107457489	3
LOC107457493	3
LOC107457547	3
LOC107457549	3
LOC107457575	3
LOC110282269	3
LOC110282367	3
LOC110282490	3
LOC110282530	3
LOC110282546	3
LOC110282721	3
LOC110282813	3
LOC110282901	3
LOC110283244	3
LOC110283475	3
LOC122268208	3
LOC122268218	3
LOC122268245	3
LOC122268271	3
LOC122268279	3
LOC122268305	3
LOC122268622	3
LOC122268871	3
LOC122268915	3
LOC122268918	3
LOC122269103	3
LOC122269156	3
LOC122269190	3
LOC122269243	3
LOC122269302	3
LOC122269321	3
LOC122269348	3
LOC122269411	3
LOC122269433	3
LOC122269593	3
LOC122269728	3
LOC122270056	3
LOC122270362	3
LOC122270536	3
LOC122270584	3
LOC122270632	3
LOC122270822	3
LOC122270900	3
LOC122271012	3
LOC122271106	3
LOC122271147	3
LOC122271184	3
LOC122271196	3
LOC122271310	3
LOC122271367	3
LOC122271449	3
LOC122271530	3
LOC122271711	3
LOC122271809	3
LOC122271845	3
LOC122271847	3
LOC122271864	3
LOC122271932	3
LOC122272009	3
LOC122272038	3
LOC122272169	3
LOC122272336	3
LOC122272401	3
LOC122272543	3
LOC122272643	3
LOC122272799	3
LOC122272888	3
LOC122273171	3
LOC139424806	3
LOC139424829	3
LOC139425027	3
LOC139425155	3
LOC139425169	3
LOC139425391	3
LOC139425554	3
LOC139425608	3
LOC139425927	3
LOC139425931	3
LOC139425942	3
LOC139425943	3
LOC139425963	3
LOC139426200	3
LOC139426296	3
LOC139426332	3
LOC139426392	3
LOC139426641	3
LOC139426766	3
LOC139426887	3
LOC139426923	3
LOC139426967	3
LOC139426970	3
LOC139426981	3
LOC139427037	3
LOC139427291	3
S2	3
TP53IN	3
deltaCO	3
epsilonCO	3
LOC107436077	2
LOC107436084	2
LOC107436087	2
LOC107436088	2
LOC107436090	2
LOC107436092	2
LOC107436094	2
LOC107436097	2
LOC107436104	2
LOC107436121	2
LOC107436138	2
LOC107436142	2
LOC107436148	2
LOC107436151	2
LOC107436156	2
LOC107436161	2
LOC107436165	2
LOC107436169	2
LOC107436175	2
LOC107436176	2
LOC107436187	2
LOC107436197	2
LOC107436200	2
LOC107436206	2
LOC107436211	2
LOC107436219	2
LOC107436231	2
LOC107436236	2
LOC107436238	2
LOC107436239	2
LOC107436253	2
LOC107436254	2
LOC107436259	2
LOC107436269	2
LOC107436282	2
LOC107436299	2
LOC107436313	2
LOC107436316	2
LOC107436324	2
LOC107436371	2
LOC107436376	2
LOC107436388	2
LOC107436392	2
LOC107436405	2
LOC107436411	2
LOC107436415	2
LOC107436423	2
LOC107436430	2
LOC107436441	2
LOC107436450	2
LOC107436465	2
LOC107436476	2
LOC107436481	2
LOC107436485	2
LOC107436492	2
LOC107436506	2
LOC107436508	2
LOC107436514	2
LOC107436515	2
LOC107436521	2
LOC107436522	2
LOC107436525	2
LOC107436527	2
LOC107436542	2
LOC107436544	2
LOC107436546	2
LOC107436550	2
LOC107436553	2
LOC107436585	2
LOC107436587	2
LOC107436588	2
LOC107436596	2
LOC107436601	2
LOC107436602	2
LOC107436611	2
LOC107436612	2
LOC107436617	2
LOC107436618	2
LOC107436619	2
LOC107436621	2
LOC107436623	2
LOC107436632	2
LOC107436635	2
LOC107436644	2
LOC107436655	2
LOC107436660	2
LOC107436672	2
LOC107436678	2
LOC107436683	2
LOC107436685	2
LOC107436691	2
LOC107436692	2
LOC107436694	2
LOC107436706	2
LOC107436715	2
LOC107436722	2
LOC107436723	2
LOC107436724	2
LOC107436727	2
LOC107436728	2
LOC107436732	2
LOC107436754	2
LOC107436771	2
LOC107436792	2
LOC107436806	2
LOC107436808	2
LOC107436820	2
LOC107436840	2
LOC107436844	2
LOC107436847	2
LOC107436862	2
LOC107436888	2
LOC107436904	2
LOC107436910	2
LOC107436911	2
LOC107436912	2
LOC107436922	2
LOC107436927	2
LOC107436929	2
LOC107436934	2
LOC107436938	2
LOC107436942	2
LOC107436961	2
LOC107436964	2
LOC107436966	2
LOC107436991	2
LOC107437000	2
LOC107437018	2
LOC107437020	2
LOC107437025	2
LOC107437032	2
LOC107437036	2
LOC107437039	2
LOC107437067	2
LOC107437077	2
LOC107437091	2
LOC107437098	2
LOC107437103	2
LOC107437106	2
LOC107437109	2
LOC107437113	2
LOC107437114	2
LOC107437122	2
LOC107437125	2
LOC107437127	2
LOC107437131	2
LOC107437132	2
LOC107437135	2
LOC107437140	2
LOC107437146	2
LOC107437176	2
LOC107437193	2
LOC107437195	2
LOC107437217	2
LOC107437222	2
LOC107437223	2
LOC107437226	2
LOC107437237	2
LOC107437240	2
LOC107437271	2
LOC107437279	2
LOC107437282	2
LOC107437289	2
LOC107437290	2
LOC107437293	2
LOC107437296	2
LOC107437314	2
LOC107437321	2
LOC107437338	2
LOC107437339	2
LOC107437342	2
LOC107437344	2
LOC107437348	2
LOC107437363	2
LOC107437364	2
LOC107437375	2
LOC107437378	2
LOC107437381	2
LOC107437385	2
LOC107437391	2
LOC107437392	2
LOC107437396	2
LOC107437402	2
LOC107437404	2
LOC107437413	2
LOC107437425	2
LOC107437431	2
LOC107437456	2
LOC107437457	2
LOC107437458	2
LOC107437468	2
LOC107437475	2
LOC107437476	2
LOC107437488	2
LOC107437503	2
LOC107437505	2
LOC107437515	2
LOC107437518	2
LOC107437520	2
LOC107437522	2
LOC107437525	2
LOC107437538	2
LOC107437544	2
LOC107437549	2
LOC107437559	2
LOC107437566	2
LOC107437571	2
LOC107437572	2
LOC107437577	2
LOC107437581	2
LOC107437590	2
LOC107437602	2
LOC107437604	2
LOC107437612	2
LOC107437614	2
LOC107437616	2
LOC107437618	2
LOC107437666	2
LOC107437674	2
LOC107437675	2
LOC107437683	2
LOC107437699	2
LOC107437700	2
LOC107437703	2
LOC107437705	2
LOC107437706	2
LOC107437707	2
LOC107437735	2
LOC107437736	2
LOC107437738	2
LOC107437741	2
LOC107437743	2
LOC107437748	2
LOC107437756	2
LOC107437758	2
LOC107437770	2
LOC107437778	2
LOC107437779	2
LOC107437788	2
LOC107437815	2
LOC107437843	2
LOC107437860	2
LOC107437861	2
LOC107437871	2
LOC107437882	2
LOC107437897	2
LOC107437900	2
LOC107437920	2
LOC107437921	2
LOC107437936	2
LOC107437942	2
LOC107437945	2
LOC107437948	2
LOC107437963	2
LOC107437972	2
LOC107437977	2
LOC107437989	2
LOC107437991	2
LOC107437999	2
LOC107438007	2
LOC107438034	2
LOC107438035	2
LOC107438038	2
LOC107438044	2
LOC107438048	2
LOC107438058	2
LOC107438068	2
LOC107438084	2
LOC107438099	2
LOC107438107	2
LOC107438110	2
LOC107438111	2
LOC107438117	2
LOC107438120	2
LOC107438122	2
LOC107438125	2
LOC107438126	2
LOC107438130	2
LOC107438135	2
LOC107438148	2
LOC107438149	2
LOC107438166	2
LOC107438169	2
LOC107438179	2
LOC107438182	2
LOC107438211	2
LOC107438212	2
LOC107438214	2
LOC107438215	2
LOC107438258	2
LOC107438264	2
LOC107438276	2
LOC107438285	2
LOC107438292	2
LOC107438298	2
LOC107438310	2
LOC107438320	2
LOC107438322	2
LOC107438324	2
LOC107438326	2
LOC107438337	2
LOC107438341	2
LOC107438354	2
LOC107438368	2
LOC107438376	2
LOC107438379	2
LOC107438382	2
LOC107438387	2
LOC107438392	2
LOC107438413	2
LOC107438419	2
LOC107438421	2
LOC107438424	2
LOC107438426	2
LOC107438429	2
LOC107438443	2
LOC107438445	2
LOC107438449	2
LOC107438450	2
LOC107438456	2
LOC107438476	2
LOC107438484	2
LOC107438485	2
LOC107438498	2
LOC107438501	2
LOC107438505	2
LOC107438508	2
LOC107438532	2
LOC107438535	2
LOC107438541	2
LOC107438587	2
LOC107438588	2
LOC107438596	2
LOC107438614	2
LOC107438644	2
LOC107438659	2
LOC107438670	2
LOC107438674	2
LOC107438680	2
LOC107438684	2
LOC107438702	2
LOC107438710	2
LOC107438711	2
LOC107438723	2
LOC107438728	2
LOC107438733	2
LOC107438734	2
LOC107438741	2
LOC107438746	2
LOC107438747	2
LOC107438751	2
LOC107438763	2
LOC107438768	2
LOC107438771	2
LOC107438782	2
LOC107438797	2
LOC107438833	2
LOC107438836	2
LOC107438842	2
LOC107438844	2
LOC107438845	2
LOC107438847	2
LOC107438848	2
LOC107438849	2
LOC107438860	2
LOC107438862	2
LOC107438883	2
LOC107438890	2
LOC107438895	2
LOC107438897	2
LOC107438905	2
LOC107438908	2
LOC107438911	2
LOC107438920	2
LOC107438928	2
LOC107438929	2
LOC107438932	2
LOC107438943	2
LOC107438950	2
LOC107438952	2
LOC107438963	2
LOC107438969	2
LOC107438981	2
LOC107438982	2
LOC107438985	2
LOC107438991	2
LOC107438993	2
LOC107439001	2
LOC107439011	2
LOC107439026	2
LOC107439027	2
LOC107439037	2
LOC107439043	2
LOC107439044	2
LOC107439073	2
LOC107439074	2
LOC107439095	2
LOC107439116	2
LOC107439117	2
LOC107439152	2
LOC107439155	2
LOC107439162	2
LOC107439164	2
LOC107439167	2
LOC107439168	2
LOC107439174	2
LOC107439179	2
LOC107439184	2
LOC107439189	2
LOC107439191	2
LOC107439204	2
LOC107439219	2
LOC107439229	2
LOC107439240	2
LOC107439243	2
LOC107439250	2
LOC107439252	2
LOC107439256	2
LOC107439273	2
LOC107439274	2
LOC107439278	2
LOC107439301	2
LOC107439307	2
LOC107439308	2
LOC107439323	2
LOC107439326	2
LOC107439330	2
LOC107439335	2
LOC107439347	2
LOC107439355	2
LOC107439359	2
LOC107439361	2
LOC107439363	2
LOC107439364	2
LOC107439371	2
LOC107439373	2
LOC107439375	2
LOC107439377	2
LOC107439380	2
LOC107439382	2
LOC107439389	2
LOC107439392	2
LOC107439409	2
LOC107439413	2
LOC107439420	2
LOC107439421	2
LOC107439423	2
LOC107439424	2
LOC107439434	2
LOC107439444	2
LOC107439448	2
LOC107439460	2
LOC107439461	2
LOC107439462	2
LOC107439466	2
LOC107439467	2
LOC107439470	2
LOC107439471	2
LOC107439472	2
LOC107439479	2
LOC107439482	2
LOC107439488	2
LOC107439493	2
LOC107439500	2
LOC107439501	2
LOC107439515	2
LOC107439522	2
LOC107439530	2
LOC107439534	2
LOC107439544	2
LOC107439555	2
LOC107439558	2
LOC107439561	2
LOC107439563	2
LOC107439566	2
LOC107439569	2
LOC107439583	2
LOC107439586	2
LOC107439589	2
LOC107439592	2
LOC107439596	2
LOC107439603	2
LOC107439604	2
LOC107439606	2
LOC107439611	2
LOC107439612	2
LOC107439618	2
LOC107439622	2
LOC107439629	2
LOC107439633	2
LOC107439637	2
LOC107439641	2
LOC107439643	2
LOC107439650	2
LOC107439653	2
LOC107439655	2
LOC107439657	2
LOC107439658	2
LOC107439673	2
LOC107439680	2
LOC107439681	2
LOC107439683	2
LOC107439687	2
LOC107439694	2
LOC107439697	2
LOC107439706	2
LOC107439707	2
LOC107439717	2
LOC107439730	2
LOC107439737	2
LOC107439747	2
LOC107439758	2
LOC107439766	2
LOC107439767	2
LOC107439778	2
LOC107439796	2
LOC107439804	2
LOC107439807	2
LOC107439814	2
LOC107439826	2
LOC107439829	2
LOC107439834	2
LOC107439847	2
LOC107439875	2
LOC107439878	2
LOC107439884	2
LOC107439891	2
LOC107439895	2
LOC107439916	2
LOC107439926	2
LOC107439934	2
LOC107439936	2
LOC107439942	2
LOC107439957	2
LOC107439962	2
LOC107439963	2
LOC107439964	2
LOC107439992	2
LOC107440015	2
LOC107440028	2
LOC107440029	2
LOC107440086	2
LOC107440094	2
LOC107440095	2
LOC107440097	2
LOC107440112	2
LOC107440118	2
LOC107440128	2
LOC107440143	2
LOC107440148	2
LOC107440171	2
LOC107440179	2
LOC107440180	2
LOC107440181	2
LOC107440198	2
LOC107440213	2
LOC107440216	2
LOC107440220	2
LOC107440223	2
LOC107440224	2
LOC107440232	2
LOC107440235	2
LOC107440250	2
LOC107440252	2
LOC107440253	2
LOC107440259	2
LOC107440276	2
LOC107440278	2
LOC107440285	2
LOC107440288	2
LOC107440290	2
LOC107440291	2
LOC107440302	2
LOC107440305	2
LOC107440326	2
LOC107440327	2
LOC107440333	2
LOC107440384	2
LOC107440391	2
LOC107440399	2
LOC107440404	2
LOC107440426	2
LOC107440427	2
LOC107440430	2
LOC107440433	2
LOC107440435	2
LOC107440436	2
LOC107440442	2
LOC107440449	2
LOC107440459	2
LOC107440467	2
LOC107440471	2
LOC107440473	2
LOC107440478	2
LOC107440492	2
LOC107440499	2
LOC107440501	2
LOC107440502	2
LOC107440528	2
LOC107440529	2
LOC107440531	2
LOC107440538	2
LOC107440558	2
LOC107440564	2
LOC107440566	2
LOC107440567	2
LOC107440587	2
LOC107440630	2
LOC107440633	2
LOC107440644	2
LOC107440653	2
LOC107440671	2
LOC107440674	2
LOC107440678	2
LOC107440712	2
LOC107440725	2
LOC107440731	2
LOC107440734	2
LOC107440738	2
LOC107440740	2
LOC107440755	2
LOC107440764	2
LOC107440774	2
LOC107440777	2
LOC107440791	2
LOC107440799	2
LOC107440804	2
LOC107440808	2
LOC107440815	2
LOC107440821	2
LOC107440829	2
LOC107440834	2
LOC107440841	2
LOC107440852	2
LOC107440853	2
LOC107440862	2
LOC107440875	2
LOC107440880	2
LOC107440887	2
LOC107440891	2
LOC107440896	2
LOC107440900	2
LOC107440901	2
LOC107440919	2
LOC107440920	2
LOC107440922	2
LOC107440924	2
LOC107440945	2
LOC107440948	2
LOC107440954	2
LOC107440963	2
LOC107440992	2
LOC107440994	2
LOC107440996	2
LOC107441001	2
LOC107441005	2
LOC107441011	2
LOC107441018	2
LOC107441029	2
LOC107441084	2
LOC107441090	2
LOC107441091	2
LOC107441098	2
LOC107441100	2
LOC107441103	2
LOC107441105	2
LOC107441121	2
LOC107441148	2
LOC107441151	2
LOC107441153	2
LOC107441181	2
LOC107441190	2
LOC107441195	2
LOC107441230	2
LOC107441257	2
LOC107441258	2
LOC107441261	2
LOC107441269	2
LOC107441278	2
LOC107441283	2
LOC107441286	2
LOC107441316	2
LOC107441334	2
LOC107441353	2
LOC107441354	2
LOC107441360	2
LOC107441372	2
LOC107441386	2
LOC107441393	2
LOC107441394	2
LOC107441395	2
LOC107441406	2
LOC107441407	2
LOC107441408	2
LOC107441411	2
LOC107441414	2
LOC107441416	2
LOC107441418	2
LOC107441420	2
LOC107441425	2
LOC107441438	2
LOC107441439	2
LOC107441442	2
LOC107441444	2
LOC107441450	2
LOC107441464	2
LOC107441481	2
LOC107441496	2
LOC107441527	2
LOC107441533	2
LOC107441540	2
LOC107441541	2
LOC107441550	2
LOC107441558	2
LOC107441573	2
LOC107441575	2
LOC107441588	2
LOC107441591	2
LOC107441608	2
LOC107441624	2
LOC107441626	2
LOC107441628	2
LOC107441632	2
LOC107441634	2
LOC107441638	2
LOC107441641	2
LOC107441642	2
LOC107441644	2
LOC107441647	2
LOC107441669	2
LOC107441671	2
LOC107441673	2
LOC107441680	2
LOC107441682	2
LOC107441683	2
LOC107441685	2
LOC107441689	2
LOC107441690	2
LOC107441693	2
LOC107441694	2
LOC107441695	2
LOC107441697	2
LOC107441699	2
LOC107441700	2
LOC107441702	2
LOC107441703	2
LOC107441710	2
LOC107441712	2
LOC107441714	2
LOC107441727	2
LOC107441740	2
LOC107441741	2
LOC107441742	2
LOC107441745	2
LOC107441751	2
LOC107441755	2
LOC107441756	2
LOC107441760	2
LOC107441767	2
LOC107441768	2
LOC107441773	2
LOC107441782	2
LOC107441796	2
LOC107441817	2
LOC107441820	2
LOC107441823	2
LOC107441824	2
LOC107441828	2
LOC107441830	2
LOC107441835	2
LOC107441837	2
LOC107441852	2
LOC107441860	2
LOC107441864	2
LOC107441877	2
LOC107441880	2
LOC107441884	2
LOC107441891	2
LOC107441892	2
LOC107441897	2
LOC107441898	2
LOC107441913	2
LOC107441925	2
LOC107441928	2
LOC107441952	2
LOC107441953	2
LOC107441972	2
LOC107441979	2
LOC107441985	2
LOC107441986	2
LOC107441989	2
LOC107441994	2
LOC107441998	2
LOC107442002	2
LOC107442004	2
LOC107442008	2
LOC107442023	2
LOC107442033	2
LOC107442042	2
LOC107442047	2
LOC107442050	2
LOC107442059	2
LOC107442063	2
LOC107442064	2
LOC107442078	2
LOC107442081	2
LOC107442095	2
LOC107442097	2
LOC107442098	2
LOC107442113	2
LOC107442126	2
LOC107442128	2
LOC107442131	2
LOC107442139	2
LOC107442143	2
LOC107442144	2
LOC107442147	2
LOC107442150	2
LOC107442154	2
LOC107442156	2
LOC107442158	2
LOC107442167	2
LOC107442169	2
LOC107442172	2
LOC107442179	2
LOC107442185	2
LOC107442187	2
LOC107442191	2
LOC107442193	2
LOC107442195	2
LOC107442205	2
LOC107442208	2
LOC107442216	2
LOC107442222	2
LOC107442232	2
LOC107442250	2
LOC107442251	2
LOC107442252	2
LOC107442259	2
LOC107442262	2
LOC107442273	2
LOC107442278	2
LOC107442297	2
LOC107442299	2
LOC107442309	2
LOC107442316	2
LOC107442330	2
LOC107442332	2
LOC107442333	2
LOC107442348	2
LOC107442349	2
LOC107442366	2
LOC107442370	2
LOC107442376	2
LOC107442386	2
LOC107442394	2
LOC107442396	2
LOC107442401	2
LOC107442437	2
LOC107442443	2
LOC107442447	2
LOC107442453	2
LOC107442463	2
LOC107442474	2
LOC107442475	2
LOC107442477	2
LOC107442478	2
LOC107442485	2
LOC107442506	2
LOC107442529	2
LOC107442547	2
LOC107442548	2
LOC107442569	2
LOC107442570	2
LOC107442572	2
LOC107442577	2
LOC107442592	2
LOC107442600	2
LOC107442601	2
LOC107442611	2
LOC107442616	2
LOC107442618	2
LOC107442626	2
LOC107442633	2
LOC107442634	2
LOC107442635	2
LOC107442641	2
LOC107442642	2
LOC107442643	2
LOC107442658	2
LOC107442661	2
LOC107442667	2
LOC107442672	2
LOC107442674	2
LOC107442678	2
LOC107442685	2
LOC107442692	2
LOC107442704	2
LOC107442733	2
LOC107442742	2
LOC107442755	2
LOC107442768	2
LOC107442776	2
LOC107442777	2
LOC107442780	2
LOC107442784	2
LOC107442789	2
LOC107442808	2
LOC107442813	2
LOC107442863	2
LOC107442879	2
LOC107442887	2
LOC107442891	2
LOC107442907	2
LOC107442920	2
LOC107442921	2
LOC107442922	2
LOC107442925	2
LOC107442933	2
LOC107442957	2
LOC107442962	2
LOC107442964	2
LOC107442965	2
LOC107442990	2
LOC107442991	2
LOC107443000	2
LOC107443005	2
LOC107443021	2
LOC107443023	2
LOC107443029	2
LOC107443034	2
LOC107443047	2
LOC107443054	2
LOC107443056	2
LOC107443058	2
LOC107443061	2
LOC107443067	2
LOC107443079	2
LOC107443088	2
LOC107443097	2
LOC107443099	2
LOC107443100	2
LOC107443108	2
LOC107443113	2
LOC107443114	2
LOC107443116	2
LOC107443118	2
LOC107443123	2
LOC107443131	2
LOC107443137	2
LOC107443149	2
LOC107443156	2
LOC107443169	2
LOC107443173	2
LOC107443189	2
LOC107443194	2
LOC107443195	2
LOC107443199	2
LOC107443203	2
LOC107443229	2
LOC107443232	2
LOC107443243	2
LOC107443262	2
LOC107443264	2
LOC107443272	2
LOC107443283	2
LOC107443289	2
LOC107443298	2
LOC107443302	2
LOC107443304	2
LOC107443305	2
LOC107443332	2
LOC107443338	2
LOC107443341	2
LOC107443347	2
LOC107443348	2
LOC107443360	2
LOC107443364	2
LOC107443366	2
LOC107443375	2
LOC107443380	2
LOC107443407	2
LOC107443426	2
LOC107443440	2
LOC107443442	2
LOC107443447	2
LOC107443449	2
LOC107443453	2
LOC107443463	2
LOC107443470	2
LOC107443493	2
LOC107443494	2
LOC107443504	2
LOC107443512	2
LOC107443519	2
LOC107443532	2
LOC107443538	2
LOC107443544	2
LOC107443547	2
LOC107443575	2
LOC107443577	2
LOC107443582	2
LOC107443583	2
LOC107443595	2
LOC107443599	2
LOC107443604	2
LOC107443611	2
LOC107443620	2
LOC107443622	2
LOC107443635	2
LOC107443644	2
LOC107443655	2
LOC107443664	2
LOC107443669	2
LOC107443670	2
LOC107443691	2
LOC107443703	2
LOC107443720	2
LOC107443723	2
LOC107443743	2
LOC107443747	2
LOC107443749	2
LOC107443753	2
LOC107443761	2
LOC107443764	2
LOC107443770	2
LOC107443785	2
LOC107443799	2
LOC107443802	2
LOC107443803	2
LOC107443832	2
LOC107443843	2
LOC107443854	2
LOC107443855	2
LOC107443858	2
LOC107443859	2
LOC107443880	2
LOC107443928	2
LOC107443935	2
LOC107443959	2
LOC107443975	2
LOC107443977	2
LOC107443982	2
LOC107443998	2
LOC107444012	2
LOC107444022	2
LOC107444033	2
LOC107444037	2
LOC107444040	2
LOC107444042	2
LOC107444043	2
LOC107444049	2
LOC107444053	2
LOC107444054	2
LOC107444069	2
LOC107444071	2
LOC107444074	2
LOC107444081	2
LOC107444082	2
LOC107444083	2
LOC107444084	2
LOC107444109	2
LOC107444112	2
LOC107444120	2
LOC107444121	2
LOC107444127	2
LOC107444150	2
LOC107444151	2
LOC107444165	2
LOC107444173	2
LOC107444180	2
LOC107444193	2
LOC107444206	2
LOC107444219	2
LOC107444230	2
LOC107444234	2
LOC107444240	2
LOC107444247	2
LOC107444269	2
LOC107444271	2
LOC107444275	2
LOC107444278	2
LOC107444282	2
LOC107444298	2
LOC107444301	2
LOC107444305	2
LOC107444310	2
LOC107444336	2
LOC107444356	2
LOC107444361	2
LOC107444425	2
LOC107444431	2
LOC107444435	2
LOC107444441	2
LOC107444445	2
LOC107444459	2
LOC107444463	2
LOC107444466	2
LOC107444486	2
LOC107444487	2
LOC107444494	2
LOC107444498	2
LOC107444504	2
LOC107444533	2
LOC107444534	2
LOC107444549	2
LOC107444570	2
LOC107444581	2
LOC107444584	2
LOC107444597	2
LOC107444603	2
LOC107444620	2
LOC107444630	2
LOC107444644	2
LOC107444651	2
LOC107444652	2
LOC107444653	2
LOC107444675	2
LOC107444676	2
LOC107444698	2
LOC107444709	2
LOC107444725	2
LOC107444741	2
LOC107444745	2
LOC107444765	2
LOC107444770	2
LOC107444806	2
LOC107444809	2
LOC107444816	2
LOC107444822	2
LOC107444823	2
LOC107444853	2
LOC107444861	2
LOC107444862	2
LOC107444864	2
LOC107444872	2
LOC107444880	2
LOC107444888	2
LOC107444906	2
LOC107444907	2
LOC107444914	2
LOC107444919	2
LOC107444928	2
LOC107444931	2
LOC107444933	2
LOC107444953	2
LOC107444954	2
LOC107444990	2
LOC107444993	2
LOC107444996	2
LOC107444998	2
LOC107445005	2
LOC107445008	2
LOC107445015	2
LOC107445016	2
LOC107445031	2
LOC107445035	2
LOC107445051	2
LOC107445055	2
LOC107445060	2
LOC107445064	2
LOC107445099	2
LOC107445100	2
LOC107445101	2
LOC107445104	2
LOC107445109	2
LOC107445113	2
LOC107445114	2
LOC107445116	2
LOC107445142	2
LOC107445148	2
LOC107445151	2
LOC107445158	2
LOC107445161	2
LOC107445162	2
LOC107445173	2
LOC107445176	2
LOC107445191	2
LOC107445206	2
LOC107445208	2
LOC107445219	2
LOC107445225	2
LOC107445228	2
LOC107445237	2
LOC107445240	2
LOC107445247	2
LOC107445248	2
LOC107445259	2
LOC107445260	2
LOC107445263	2
LOC107445279	2
LOC107445288	2
LOC107445293	2
LOC107445306	2
LOC107445308	2
LOC107445330	2
LOC107445362	2
LOC107445363	2
LOC107445373	2
LOC107445377	2
LOC107445402	2
LOC107445404	2
LOC107445422	2
LOC107445428	2
LOC107445432	2
LOC107445433	2
LOC107445444	2
LOC107445449	2
LOC107445469	2
LOC107445472	2
LOC107445482	2
LOC107445484	2
LOC107445487	2
LOC107445488	2
LOC107445489	2
LOC107445498	2
LOC107445507	2
LOC107445514	2
